gen	nevals	avg     	stddev	min     	max     
0  	50    	0.218369	0     	0.218369	0.218369
1  	42    	0.0751271	0.117497	-0.015  	0.356517
2  	44    	0.143299 	0.131285	-0.016  	0.414587
3  	48    	0.191628 	0.160765	-0.0160001	0.582913
4  	46    	0.264271 	0.152862	-0.02     	0.582913
5  	48    	0.259257 	0.178986	-0.0166667	0.594973
6  	41    	0.328317 	0.206665	-0.02     	0.716296
7  	44    	0.310272 	0.241151	-0.02     	0.716296
8  	49    	0.27751  	0.170035	-0.02     	0.637575
9  	45    	0.348337 	0.195323	-0.0166667	0.637575
10 	45    	0.348316 	0.219816	-0.0177778	0.716296
11 	47    	0.354347 	0.201459	-0.02     	0.650442
12 	43    	0.326529 	0.228354	-0.02     	0.646659
13 	46    	0.328108 	0.209025	-0.0177778	0.647353
14 	49    	0.341851 	0.207591	-0.0171429	0.7127  
15 	48    	0.344091 	0.222789	-0.0175   	0.835619
16 	46    	0.349643 	0.239478	-0.02     	0.73021 
17 	43    	0.443367 	0.235798	-0.0171428	0.835619
18 	48    	0.383394 	0.263933	-0.02     	0.741707
19 	45    	0.356754 	0.26983 	-0.02     	0.741707
20 	47    	0.33207  	0.262293	-0.0175   	0.741707
21 	48    	0.331011 	0.259489	-0.02     	0.830908
22 	44    	0.343867 	0.240024	-0.0177778	0.830908
23 	47    	0.340075 	0.252047	-0.02     	0.830908
24 	46    	0.377319 	0.237522	-0.0133333	0.830908
25 	48    	0.352246 	0.241354	-0.0166668	0.830908
26 	47    	0.337816 	0.240069	-0.0175   	0.73105 
27 	48    	0.38823  	0.22129 	0.068184  	0.795646
28 	44    	0.391871 	0.241802	-0.0166666	0.795646
29 	46    	0.396392 	0.25131 	-0.0166667	0.830908
30 	45    	0.351129 	0.270998	-0.0175   	0.795646
31 	47    	0.325679 	0.214397	-0.0199999	0.795646
32 	45    	0.3363   	0.248653	-0.0199999	0.795646
33 	46    	0.372706 	0.254758	-0.0166667	0.801389
34 	45    	0.350268 	0.268245	-0.02     	0.809021
35 	47    	0.32648  	0.249697	-0.02     	0.807243
36 	48    	0.372382 	0.270043	-0.02     	0.835494
37 	44    	0.37336  	0.22759 	-0.0166666	0.835494
38 	45    	0.379909 	0.283887	-0.0175   	0.835494
39 	46    	0.327614 	0.269631	-0.02     	0.835494
40 	45    	0.373881 	0.259014	-0.0200001	0.817772
41 	47    	0.382071 	0.252748	-0.02     	0.835494
42 	43    	0.421563 	0.284817	-0.02     	0.835494
43 	45    	0.272423 	0.236057	-0.02     	0.79924 
44 	46    	0.316477 	0.216155	-0.0199999	0.807243
45 	45    	0.375082 	0.253648	-0.0199999	0.816682
46 	45    	0.324837 	0.253569	-0.0171429	0.816682
47 	44    	0.287433 	0.25674 	-0.016    	0.807243
48 	46    	0.342801 	0.264574	-0.02     	0.809021
49 	46    	0.288795 	0.281757	-0.02     	0.809021
50 	46    	0.298966 	0.249142	-0.02     	0.809021
51 	45    	0.328131 	0.272004	-0.0199999	0.814682
52 	49    	0.298991 	0.241479	-0.0175   	0.801796
53 	45    	0.325046 	0.248668	-0.016    	0.817363
54 	47    	0.304395 	0.232832	-0.02     	0.816267
55 	48    	0.367799 	0.215068	-0.0171429	0.81705 
56 	46    	0.329228 	0.228101	-0.0166667	0.81705 
57 	47    	0.382283 	0.254182	-0.0159999	0.816682
58 	45    	0.32859  	0.260743	-0.0171428	0.816682
59 	44    	0.300867 	0.248571	-0.016    	0.817363
60 	46    	0.324134 	0.261592	-0.0166666	0.817363
61 	47    	0.272689 	0.27101 	-0.0166666	0.817363
62 	46    	0.361121 	0.268374	-0.016    	0.974523
63 	46    	0.334356 	0.260336	0.0914444 	0.974523
64 	49    	0.337269 	0.294795	-0.0175   	0.903057
65 	47    	0.291987 	0.235579	-0.0160001	0.903057
66 	47    	0.330459 	0.235384	-0.0166667	0.893453
67 	47    	0.35624  	0.267748	-0.0199999	0.892784
68 	47    	0.388155 	0.25775 	-0.0133332	0.916778
69 	46    	0.402304 	0.272754	0.101492  	0.916778
70 	44    	0.393259 	0.283573	0.0612802 	0.892784
71 	47    	0.39113  	0.272228	0.090103  	0.971078
72 	48    	0.379998 	0.250454	0.0646553 	0.893953
73 	45    	0.368186 	0.329065	-1        	0.831945
74 	46    	0.513823 	0.241733	0.126109  	0.937757
75 	46    	0.445719 	0.400985	-1        	0.937757
76 	49    	0.424625 	0.407041	-1        	0.981948
77 	47    	0.320661 	0.551943	-1        	0.932351
78 	43    	0.301761 	0.602913	-1        	1.01113 
79 	46    	0.524982 	0.427644	-1        	1.01113 
80 	45    	0.283493 	0.511452	-1        	1.0353  
81 	42    	0.370563 	0.46388 	-1        	1.0353  
82 	43    	0.383208 	0.475169	-1        	1.0353  
83 	46    	0.306319 	0.541575	-1        	1.0353  
84 	47    	0.191614 	0.598797	-1        	1.03493 
85 	45    	0.369564 	0.419434	-1        	1.0494  
86 	45    	0.43556  	0.492166	-1        	1.0494  
87 	45    	0.448222 	0.486974	-1        	1.08312 
88 	49    	0.327289 	0.314581	-1        	1.08312 
89 	48    	0.411304 	0.277072	0.120446  	0.995642
90 	47    	0.272476 	0.499157	-1        	0.972968
91 	48    	0.292708 	0.457485	-1        	0.972968
92 	45    	0.381553 	0.385614	-1        	0.972968
