gen	nevals	avg     	stddev	min     	max     
0  	50    	0.218369	0     	0.218369	0.218369
1  	48    	0.0619435	0.113036	-0.015  	0.356517
2  	48    	0.102467 	0.119807	-0.0160001	0.356513
3  	46    	0.185357 	0.145645	-0.0160001	0.58128 
4  	48    	0.195186 	0.192639	-0.02     	0.689268
5  	48    	0.29539  	0.1778  	-0.0171429	0.604282
6  	45    	0.261678 	0.202108	-0.0175   	0.604282
7  	49    	0.280083 	0.199892	-0.0171429	0.728241
8  	46    	0.298207 	0.200902	-0.0200001	0.728241
9  	45    	0.317245 	0.258998	-0.0200001	0.832479
10 	45    	0.367876 	0.239086	-0.02     	0.812119
11 	46    	0.31687  	0.270747	-0.02     	0.812119
12 	49    	0.319233 	0.223855	-0.0177777	0.748846
13 	45    	0.378244 	0.247401	-0.02     	0.810882
14 	45    	0.317992 	0.246025	-0.0177778	0.832479
15 	46    	0.349526 	0.258427	-0.0233333	0.840021
16 	48    	0.349363 	0.248852	0.0626421 	0.840021
17 	47    	0.357827 	0.260914	-0.0177778	0.840021
18 	47    	0.29514  	0.239735	-0.0177778	0.840021
19 	47    	0.298058 	0.233248	-0.0199999	0.75679 
20 	44    	0.374938 	0.236512	-0.0171429	0.75679 
21 	47    	0.413595 	0.268224	-0.02     	0.832068
22 	44    	0.450131 	0.250323	-0.0171429	0.817075
23 	45    	0.360878 	0.243488	-0.0166666	0.906363
24 	48    	0.372403 	0.262481	-0.0200001	0.906363
25 	47    	0.391551 	0.297659	-0.0171428	0.827482
26 	43    	0.491965 	0.254684	-0.018    	0.827142
27 	48    	0.390245 	0.274197	-0.0175   	0.827142
28 	47    	0.43911  	0.240141	-0.0181818	0.874597
29 	43    	0.448882 	0.255805	-0.0166667	0.906363
30 	45    	0.449249 	0.302528	-0.02     	0.906363
31 	45    	0.372841 	0.307348	-0.0159999	0.906363
32 	47    	0.407901 	0.290334	-0.018    	0.906363
33 	46    	0.436984 	0.280486	-0.0177778	0.906363
34 	47    	0.439239 	0.257811	-0.0171429	0.906363
35 	47    	0.415628 	0.266621	-0.0133334	0.839635
36 	46    	0.407853 	0.261528	-0.0181818	0.83938 
37 	43    	0.426073 	0.258567	-0.0174999	0.857014
38 	45    	0.451187 	0.281535	-0.0177777	0.93076 
39 	47    	0.37946  	0.256716	-0.0175   	0.948046
40 	47    	0.368685 	0.232458	-0.02     	0.868391
41 	46    	0.372875 	0.221391	-0.016    	0.857014
42 	47    	0.409682 	0.241541	-0.0177777	0.857014
43 	42    	0.448642 	0.272796	-0.016    	0.937   
44 	45    	0.413755 	0.252358	0.0752152 	0.853833
45 	46    	0.459633 	0.250115	0.0713718 	0.865126
46 	49    	0.352467 	0.235171	-0.016664 	1.04095 
47 	45    	0.460315 	0.281249	-0.02     	1.04095 
48 	48    	0.424126 	0.253837	-0.0159999	0.931566
49 	43    	0.392167 	0.275536	-0.017143 	0.931566
50 	47    	0.449416 	0.276234	-0.0160001	0.931566
51 	50    	0.47978  	0.242062	0.0997937 	0.931566
52 	43    	0.421329 	0.289217	-0.02     	0.941651
53 	45    	0.418585 	0.265026	0.0998705 	0.941651
54 	44    	0.450664 	0.290507	-0.016    	1.04095 
55 	47    	0.423494 	0.265797	0.0844288 	1.04095 
56 	39    	0.497615 	0.279813	0.0752585 	1.04095 
57 	44    	0.486079 	0.288058	-0.0175   	1.04095 
58 	45    	0.410966 	0.290033	-0.0166668	1.04095 
59 	47    	0.43658  	0.281252	-0.0150001	0.98988 
60 	41    	0.538971 	0.300516	0.085967  	1.04095 
61 	44    	0.465952 	0.330453	-0.0171429	1.04095 
62 	43    	0.430261 	0.322063	-0.016    	1.04095 
63 	46    	0.390727 	0.264479	-0.016    	1.04095 
64 	47    	0.406463 	0.277357	0.0594454 	1.04095 
65 	48    	0.424596 	0.288442	-0.0133333	1.04095 
66 	47    	0.444689 	0.286127	0.0669236 	1.04095 
67 	47    	0.435434 	0.304564	-0.016    	0.947288
68 	44    	0.440523 	0.278209	0.0572329 	0.947288
69 	47    	0.400064 	0.280507	-0.0160001	0.947288
70 	44    	0.437005 	0.268003	-0.02     	0.935577
71 	45    	0.416371 	0.288626	-0.017143 	0.935577
72 	39    	0.500958 	0.271484	0.0757351 	0.935577
73 	43    	0.421923 	0.311309	-0.0150002	0.935577
74 	45    	0.391115 	0.258481	-0.02     	0.935577
75 	42    	0.453086 	0.294113	0.0665058 	0.935577
76 	48    	0.393127 	0.264643	0.109307  	1.05088 
77 	45    	0.436814 	0.278586	-0.0171427	1.05088 
78 	48    	0.440859 	0.29448 	0.100948  	1.05088 
79 	48    	0.351108 	0.265346	-0.016    	1.05088 
80 	46    	0.393233 	0.255229	0.0921685 	1.1558  
81 	43    	0.424833 	0.280005	-0.0166666	1.1558  
82 	47    	0.412142 	0.322699	0.0585762 	1.1558  
83 	46    	0.360391 	0.317861	-0.0150001	1.1558  
84 	46    	0.34418  	0.284172	-0.0166667	1.1558  
85 	49    	0.422198 	0.280388	0.0497386 	1.041   
86 	46    	0.45752  	0.261856	-0.0177778	0.869719
87 	45    	0.41023  	0.27073 	-0.0175   	0.871879
88 	44    	0.501977 	0.275753	-0.00506809	0.947591
89 	42    	0.525836 	0.315814	0.0591908  	0.947591
90 	44    	0.475684 	0.307557	0.0664426  	1.04195 
91 	49    	0.532421 	0.294618	-0.0150001 	0.947591
92 	49    	0.362838 	0.2505  	-0.02      	0.898181
93 	42    	0.504796 	0.272979	-0.0150003 	0.898181
94 	46    	0.45856  	0.274005	-0.0166667 	0.905283
95 	45    	0.447754 	0.280004	-0.0171429 	0.956142
96 	48    	0.487793 	0.275797	0.0697939  	0.982953
97 	46    	0.480645 	0.300881	-0.02      	0.973334
98 	45    	0.481893 	0.276079	0.105483   	0.973334
99 	47    	0.384722 	0.280828	0.0593627  	1.02816 
100	45    	0.449855 	0.269674	0.120424   	1.02816 
101	43    	0.410113 	0.291219	-0.015     	1.02816 
102	44    	0.468838 	0.311532	0.0495976  	1.02816 
103	44    	0.478716 	0.30706 	0.0530257  	1.02816 
104	46    	0.370462 	0.277648	-0.0200001 	0.995243
105	46    	0.369703 	0.245391	-0.02      	0.902325
106	45    	0.373638 	0.245507	0.0588438  	0.902325
107	45    	0.381633 	0.259226	0.0883704  	0.902325
108	45    	0.417761 	0.243091	0.081274   	0.902325
109	45    	0.39565  	0.274768	-0.0133333 	0.902325
110	47    	0.396979 	0.281023	-0.02      	0.898425
111	46    	0.401844 	0.258973	-0.0133333 	0.893177
112	48    	0.393359 	0.227146	0.0660357  	0.893177
113	45    	0.463106 	0.233088	0.182425   	0.893177
114	43    	0.432019 	0.269154	0.0661451  	0.893177
115	45    	0.470243 	0.272937	-0.0159999 	0.951842
116	43    	0.490387 	0.286116	-0.0177778 	0.972083
117	47    	0.398333 	0.262671	-0.0133334 	0.899337
118	44    	0.444328 	0.243563	-0.0160001 	0.899337
119	46    	0.447118 	0.23859 	-0.0133334 	0.839964
120	46    	0.405633 	0.220401	-0.0133334 	0.839964
121	48    	0.440587 	0.257356	-0.016     	0.984535
122	46    	0.392326 	0.239189	-0.016     	0.984535
123	46    	0.498597 	0.246007	0.0864671  	0.984535
124	48    	0.366636 	0.244866	-0.016     	0.984535
125	45    	0.435665 	0.287781	-0.0171429 	0.984535
126	44    	0.462575 	0.287343	-0.0133333 	0.984535
127	49    	0.357163 	0.250253	-0.0181818 	0.901225
128	44    	0.416621 	0.253459	-0.015992  	0.901225
129	45    	0.41477  	0.260846	-0.0171429 	0.901225
130	47    	0.407634 	0.245531	-0.01      	1.06703 
131	49    	0.397378 	0.280146	-0.0180001 	0.979378
132	48    	0.450352 	0.276683	-0.0159967 	1.05707 
133	44    	0.434449 	0.296163	-0.0171429 	1.05707 
134	49    	0.347588 	0.271296	-0.0177777 	1.15793 
135	48    	0.381235 	0.242491	0.0589936  	0.962172
136	48    	0.395312 	0.260084	0.0531216  	0.94931 
137	45    	0.443501 	0.266568	0.0671348  	0.94931 
138	47    	0.392653 	0.25252 	0.0760627  	0.94931 
139	48    	0.399925 	0.249892	-0.0160001 	0.94931 
140	44    	0.439481 	0.270372	-0.016     	0.94931 
141	45    	0.462625 	0.278218	-0.015     	1.04191 
142	47    	0.441175 	0.297046	-0.0175    	0.94931 
143	46    	0.356835 	0.249291	-0.0150001 	0.94931 
144	45    	0.379799 	0.224156	0.107149   	0.94931 
145	43    	0.435368 	0.285391	-0.0166667 	0.977147
146	43    	0.471437 	0.289269	0.0520952  	0.977147
147	46    	0.436968 	0.290609	-0.0171429 	0.977147
148	46    	0.373544 	0.264694	-0.0133334 	0.977147
149	46    	0.382872 	0.24237 	0.104648   	0.977147
150	45    	0.416897 	0.257599	-0.01      	0.977147
151	43    	0.48005  	0.263652	0.114119   	0.977147
152	47    	0.387184 	0.255978	-0.015     	0.935297
153	48    	0.353163 	0.242865	-0.015     	0.935297
154	49    	0.403742 	0.242195	-0.0166666 	0.971185
155	47    	0.383441 	0.261439	0.0684593  	0.971185
156	49    	0.335733 	0.205387	0.0934281  	0.837327
157	46    	0.426539 	0.222877	-0.0166666 	0.969515
158	43    	0.500834 	0.271636	0.0825252  	0.969515
159	44    	0.434289 	0.270937	0.106488   	0.978919
160	44    	0.403997 	0.292356	-0.0166666 	0.978919
161	47    	0.39483  	0.289432	0.0631561  	1.06259 
