gen	nevals	avg     	stddev	min     	max     
0  	50    	0.218369	0     	0.218369	0.218369
1  	45    	0.078491	0.108803	-0.0150001	0.247917
2  	46    	0.110344	0.140162	-0.0166667	0.514537
3  	45    	0.22091 	0.171709	-0.0166667	0.812825
4  	49    	0.272593	0.212972	-0.0171429	0.812083
5  	46    	0.227766	0.24403 	-0.0166668	0.812083
6  	46    	0.276259	0.257965	-0.0166667	0.813756
7  	45    	0.3679  	0.308008	-0.0171429	0.813756
8  	49    	0.274957	0.244559	-0.0171413	0.813756
9  	47    	0.281654	0.243665	-0.0171429	0.706012
10 	47    	0.317219	0.24244 	-0.0171429	0.706012
11 	41    	0.364717	0.25009 	-0.0150001	0.811396
12 	41    	0.412552	0.267713	-0.02     	0.813756
13 	47    	0.255696	0.268269	-0.0166667	0.812825
14 	46    	0.298612	0.276797	-0.02     	0.812977
15 	49    	0.24397 	0.247407	-0.0166667	0.812977
16 	49    	0.278849	0.246537	-0.0166667	0.812825
17 	46    	0.305835	0.231367	-0.0166667	0.812977
18 	44    	0.258173	0.244641	-0.0166667	0.812825
19 	48    	0.221167	0.234644	-0.0166667	0.812825
20 	47    	0.279906	0.260766	-0.0171429	0.812825
21 	44    	0.327808	0.296454	-0.0166667	0.812977
22 	49    	0.298789	0.264427	-0.0166667	0.813708
23 	49    	0.287407	0.266904	-0.0166667	0.813708
24 	44    	0.420846	0.251816	-0.0171429	0.812977
25 	46    	0.33711 	0.279751	-0.0166666	0.812977
26 	47    	0.290781	0.267275	-0.0166667	0.812825
27 	47    	0.322671	0.236105	-0.0171428	0.812977
28 	48    	0.317427	0.254102	-0.0171429	0.812825
29 	46    	0.343232	0.261812	-0.02     	0.813756
30 	48    	0.353354	0.265194	-0.0171429	0.812825
31 	47    	0.310242	0.251716	-0.02     	0.812825
32 	47    	0.326728	0.246348	-0.0175   	0.812977
33 	46    	0.394003	0.259641	-0.0171429	0.812825
34 	47    	0.28384 	0.252127	-0.02     	0.812825
35 	42    	0.368271	0.285588	-0.0166667	0.812977
36 	43    	0.300897	0.30428 	-0.0171429	0.812977
37 	49    	0.257967	0.267168	-0.0166667	0.812825
