Argument values: path=C:\Users\1625203\Downloads\Framsticks50rc22\Framsticks50rc22, lib=None, sim=eval-allcriteria.sim;deterministic.sim;sample-period-2.sim;f9-mut-005.sim, genformat=None, initialgenotype=/*9*/BLU, opt=vertpos, popsize=50, generations=1000, tournament=10, pmut=0.9, pxov=0.2, hof_size=1, hof_savefile=None, max_numparts=30, max_numjoints=None, max_numneurons=None, max_numconnections=None, max_numgenochars=50
Using Framsticks version: 5.0rc22
Home (writable) dir     : C:\Users\1625203\Downloads\Framsticks50rc22\Framsticks50rc22\data
Resources dir           : C:\Users\1625203\Downloads\Framsticks50rc22\Framsticks50rc22\data

Available objects: ['CheckpointEvent', 'Collision', 'CrCollision', 'Creature', 'CreatureSettings', 'CreatureSignals', 'CreatureSnapshot', 'Dictionary', 'ExpProperties', 'ExpState', 'ExtValue', 'File', 'FunctionReference', 'GenMan', 'GenManStats', 'GenePool', 'GenePools', 'Geno', 'Genotype', 'Interface', 'Joint', 'Loader', 'Math', 'MechJoint', 'MechPart', 'MessageCatcher', 'Model', 'ModelGeometry', 'ModelSymmetry', 'Neuro', 'NeuroClass', 'NeuroClassLibrary', 'NeuroDef', 'NeuroSignals', 'NeuronsSimEnabled', 'ODE', 'Orient', 'Part', 'Population', 'Populations', 'Ref', 'Signal', 'SignalView', 'SimilMeasure', 'SimilMeasureDistribution', 'SimilMeasureGreedy', 'SimilMeasureHungarian', 'Simulator', 'SlaveSimulators', 'StopEvent', 'String', 'UserScripts', 'Vector', 'WireframeAppearance', 'World', 'WorldMap', 'WorldSignals', 'XYZ', '__builtins__', '__cached__', '__doc__', '__file__', '__loader__', '__name__', '__package__', '__spec__', 'c_api', 'ctypes', 'home_dir', 'init', 'os', 're', 'res_dir', 'sim_params', 'stats', 'sys']

Performing a basic test 1/2... OK.
Performing a basic test 2/2... OK.
Using settings: ['eval-allcriteria.sim', 'deterministic.sim', 'sample-period-2.sim', 'f9-mut-005.sim']
gen	nevals	avg     	stddev	min     	max     
0  	50    	0.218369	0     	0.218369	0.218369
1  	49    	0.0752948	0.11433	-0.016  	0.356517
2  	43    	0.137407 	0.134005	-0.02   	0.39974 
3  	47    	0.189723 	0.149794	-0.0160001	0.514537
4  	46    	0.207    	0.169224	-0.02     	0.514537
5  	45    	0.236646 	0.192883	-0.016    	0.812977
6  	47    	0.212238 	0.206448	-0.0166667	0.695373
7  	46    	0.23554  	0.206527	-0.0166667	0.702711
8  	48    	0.264366 	0.20577 	-0.0166668	0.704133
9  	43    	0.292346 	0.232251	-0.0166667	0.703466
10 	43    	0.304526 	0.226731	-0.02     	0.811396
11 	45    	0.334327 	0.262786	-0.0166667	0.812083
12 	47    	0.305518 	0.248289	-0.0171429	0.812083
13 	47    	0.309122 	0.235788	-0.0166666	0.812308
14 	44    	0.330793 	0.268573	-0.0175001	0.812825
15 	45    	0.273715 	0.246326	-0.0171429	0.812825
16 	45    	0.196193 	0.246227	-0.0171429	0.812083
17 	46    	0.29843  	0.263933	-0.0175   	0.812825
18 	43    	0.300898 	0.268829	-0.0166666	0.812083
19 	40    	0.326815 	0.272536	-0.0175001	0.812083
20 	44    	0.247737 	0.265042	-0.0166667	0.812825
21 	46    	0.320465 	0.266189	-0.0166667	0.812977
22 	46    	0.291971 	0.296542	-0.0171429	0.812977
23 	49    	0.250527 	0.246098	-0.0166667	0.812977
24 	46    	0.281746 	0.226151	-0.0166668	0.812977
25 	48    	0.302471 	0.235113	-0.0166668	0.812977
26 	45    	0.309999 	0.246614	-0.0175001	0.819969
27 	45    	0.326272 	0.269718	-0.0171429	0.812308
28 	42    	0.355636 	0.27195 	-0.0166667	0.812083
29 	48    	0.316796 	0.270783	-0.0166667	0.812825
30 	46    	0.316964 	0.270838	-0.0166667	0.812977
31 	45    	0.289383 	0.279442	-0.0171429	0.812977
32 	45    	0.306192 	0.280518	-0.0177777	0.812977
33 	45    	0.350109 	0.250239	-0.0166667	0.812825
34 	42    	0.330971 	0.292713	-0.0166667	0.812977
