gen	nevals	avg     	stddev	min     	max     
0  	50    	0.218369	0     	0.218369	0.218369
1  	49    	0.0717398	0.111405	-0.0150001	0.306831
2  	49    	0.120324 	0.12023 	-0.02     	0.514537
3  	43    	0.16178  	0.155262	-0.02     	0.514537
4  	45    	0.22381  	0.164565	-0.016    	0.812825
5  	49    	0.230182 	0.191207	-0.0160001	0.812825
6  	48    	0.244395 	0.196931	-0.02     	0.58128 
7  	46    	0.28767  	0.201729	-0.0166667	0.68981 
8  	49    	0.186895 	0.199503	-0.0171429	0.581352
9  	46    	0.255728 	0.194025	-0.0171429	0.702382
10 	46    	0.296665 	0.223705	-0.0171429	0.812308
11 	45    	0.311472 	0.267958	-0.02     	0.812308
12 	46    	0.329276 	0.247193	-0.0166667	0.812308
13 	47    	0.354514 	0.277823	-0.02     	0.812977
14 	46    	0.295528 	0.282407	-0.02     	0.812825
15 	40    	0.366899 	0.283216	-0.0171429	0.818806
16 	48    	0.268303 	0.241029	-0.0171429	0.811247
17 	46    	0.349696 	0.23024 	-0.016    	0.812825
18 	47    	0.327569 	0.254774	-0.0166667	0.811247
19 	46    	0.30999  	0.253109	-0.0166667	0.811247
20 	43    	0.360782 	0.27578 	-0.0166667	0.811247
21 	46    	0.394294 	0.256945	-0.0171428	0.811247
22 	47    	0.342939 	0.263394	-0.0166667	0.813708
23 	43    	0.402094 	0.280783	-0.0171429	0.813756
24 	48    	0.273168 	0.292717	-0.02     	0.813756
25 	43    	0.309009 	0.291694	-0.0166667	0.813756
26 	46    	0.245676 	0.244426	-0.0166667	0.813756
27 	45    	0.237612 	0.213511	-0.0166667	0.813756
28 	48    	0.30905  	0.215138	-0.0166667	0.813708
29 	44    	0.342472 	0.235276	-0.0166667	0.732661
30 	47    	0.339164 	0.249538	-0.0171429	0.749401
31 	44    	0.35168  	0.246679	-0.0171429	0.732661
32 	47    	0.262061 	0.265308	-0.0175   	0.732935
33 	46    	0.317536 	0.27363 	-0.02     	0.813708
34 	45    	0.321873 	0.266428	-0.0175001	0.832826
35 	42    	0.342392 	0.275325	-0.02     	0.813708
36 	49    	0.219016 	0.230175	-0.02     	0.832826
37 	48    	0.281877 	0.240888	-0.0166667	0.833485
38 	46    	0.343349 	0.285654	-0.0174999	0.833485
39 	48    	0.287982 	0.267677	-0.02     	0.833485
40 	47    	0.316526 	0.274408	-0.0177778	0.833485
41 	47    	0.367103 	0.249462	-0.02     	0.77229 
42 	48    	0.398064 	0.266425	-0.02     	0.836975
43 	47    	0.355445 	0.265928	-0.0175   	0.820739
44 	48    	0.387655 	0.269338	-0.016    	0.813417
45 	47    	0.388245 	0.266507	-0.02     	0.829557
46 	49    	0.381745 	0.257593	-0.02     	0.829524
47 	47    	0.372059 	0.25557 	-0.018    	0.829524
48 	46    	0.433725 	0.250974	-0.0149999	0.829524
49 	45    	0.37642  	0.247488	-0.0177778	0.829524
50 	44    	0.400726 	0.268613	-0.0199999	0.93732 
51 	47    	0.473321 	0.326747	-0.02     	0.93732 
52 	46    	0.365718 	0.265812	-0.017143 	0.93732 
53 	48    	0.432745 	0.25441 	-0.016    	0.927982
54 	43    	0.471327 	0.28631 	0.124015  	0.927982
55 	42    	0.460132 	0.325922	-0.0171429	0.927982
56 	48    	0.400791 	0.280146	-0.0171428	0.927982
57 	48    	0.42989  	0.288712	-0.016    	0.940936
58 	47    	0.409717 	0.276995	0.0715819 	0.940936
59 	47    	0.436269 	0.290205	-0.0171411	0.940936
60 	46    	0.400903 	0.279371	0.10706   	0.940936
61 	48    	0.332473 	0.192575	0.0854634 	0.838909
62 	44    	0.485237 	0.241099	0.0739022 	0.857388
63 	48    	0.448136 	0.264092	0.0904698 	0.85738 
64 	46    	0.35606  	0.310392	-1        	0.85738 
65 	48    	0.43543  	0.24421 	0.0881834 	0.85738 
66 	45    	0.379945 	0.222972	0.138685  	0.85738 
67 	45    	0.405224 	0.229097	0.0850331 	0.85738 
68 	45    	0.425843 	0.268094	0.110071  	0.85738 
69 	48    	0.446795 	0.265333	0.0997535 	0.85738 
70 	44    	0.464359 	0.269624	0.0627922 	0.85738 
71 	45    	0.464075 	0.347456	-1        	0.85765 
72 	44    	0.454498 	0.354881	-1        	0.885309
73 	44    	0.482529 	0.268313	0.115335  	0.912328
74 	47    	0.459535 	0.26914 	0.0845449 	0.912328
75 	47    	0.392566 	0.323724	-1        	0.912328
76 	45    	0.439117 	0.259659	0.129438  	0.912328
77 	46    	0.386924 	0.237143	-0.016    	0.915263
78 	46    	0.481632 	0.271967	0.105388  	0.915263
79 	47    	0.470279 	0.279717	-0.015    	0.856932
80 	42    	0.445585 	0.271632	0.0986921 	0.856932
81 	41    	0.456495 	0.2683  	0.108526  	0.915551
82 	44    	0.428215 	0.273413	0.118225  	0.904843
83 	43    	0.4225   	0.285904	-0.0133334	0.904843
84 	44    	0.427693 	0.275748	0.0546319 	0.914004
85 	45    	0.373042 	0.298991	0.0744775 	0.914004
86 	47    	0.342013 	0.29132 	-0.0166667	0.914004
87 	48    	0.420431 	0.28396 	0.112964  	0.904843
88 	46    	0.367316 	0.262022	-0.015    	0.85521 
89 	46    	0.446933 	0.240961	0.0593584 	0.85521 
90 	48    	0.407804 	0.231598	0.0894273 	0.882753
91 	43    	0.561325 	0.243152	0.107046  	0.906873
92 	46    	0.424021 	0.345293	-1        	0.908288
93 	47    	0.365148 	0.491112	-1        	0.908288
94 	46    	0.313378 	0.410218	-1        	0.856795
95 	46    	0.440739 	0.335721	-1        	0.856795
96 	47    	0.446613 	0.280854	0.0840718 	0.97557 
97 	46    	0.503762 	0.29357 	0.113549  	0.97557 
98 	46    	0.395391 	0.273351	-0.0177778	0.97557 
99 	42    	0.469561 	0.315895	0.0581686 	0.97557 
100	46    	0.415836 	0.291365	-0.0171428	0.97557 
101	49    	0.359307 	0.245311	0.0626599 	0.97557 
102	45    	0.387093 	0.268578	-0.0166668	0.97557 
103	42    	0.440715 	0.267354	0.119416  	0.97557 
104	44    	0.420408 	0.296244	0.0634972 	0.97557 
105	46    	0.38128  	0.272485	0.0400874 	0.97557 
106	47    	0.407152 	0.276777	-0.015    	0.97557 
107	46    	0.404344 	0.272655	0.0630039 	0.97557 
108	42    	0.466022 	0.286067	0.100757  	0.97557 
109	46    	0.398136 	0.298853	-0.0177778	0.97557 
110	45    	0.444359 	0.309403	-0.0133332	0.97557 
111	48    	0.49253  	0.325248	-0.0159999	0.976293
112	47    	0.366491 	0.4035  	-1        	0.976293
113	48    	0.397865 	0.266736	-0.02     	0.976293
114	45    	0.379715 	0.325948	-1        	0.976293
115	47    	0.468213 	0.287367	0.0836094 	0.976293
116	47    	0.404197 	0.285854	-0.0175   	0.919092
