gen	nevals	avg     	stddev	min     	max     
0  	50    	0.218369	0     	0.218369	0.218369
1  	46    	0.0728769	0.107119	-0.0160001	0.233877
2  	46    	0.0986478	0.109565	-0.016    	0.234772
3  	46    	0.100279 	0.108241	-0.0160002	0.235956
4  	46    	0.118533 	0.113576	-0.016    	0.356517
5  	43    	0.163307 	0.138078	-0.0160002	0.515766
6  	47    	0.208334 	0.122995	-0.02     	0.515662
7  	48    	0.213045 	0.15606 	-0.02     	0.580091
8  	46    	0.271362 	0.160749	-0.02     	0.647353
9  	42    	0.351679 	0.212368	-0.02     	0.647656
10 	47    	0.312631 	0.197253	-0.0150001	0.648196
11 	47    	0.352033 	0.189821	-0.0175   	0.647753
12 	49    	0.245887 	0.186054	-0.02     	0.68981 
13 	44    	0.254706 	0.193876	-0.0166667	0.727287
14 	45    	0.294464 	0.213849	-0.02     	0.81396 
15 	42    	0.335931 	0.255706	-0.02     	0.81396 
16 	45    	0.262701 	0.227945	-0.02     	0.81396 
17 	47    	0.271301 	0.196048	-0.02     	0.730872
18 	47    	0.297741 	0.20705 	-0.0175   	0.690995
19 	46    	0.313031 	0.202875	-0.02     	0.741014
20 	48    	0.356722 	0.201674	-0.016    	0.79999 
21 	43    	0.364396 	0.237387	-0.0175001	0.835484
22 	49    	0.267057 	0.215548	-0.0200001	0.835484
23 	46    	0.299593 	0.215055	-0.02     	0.835484
24 	46    	0.306768 	0.250438	-0.0175   	0.835484
25 	48    	0.285149 	0.246794	-0.02     	0.835484
26 	44    	0.326134 	0.267227	-0.02     	0.835693
27 	46    	0.372415 	0.249079	-0.02     	0.835693
28 	49    	0.333006 	0.234036	-0.0175001	0.835693
29 	46    	0.30645  	0.221192	-0.0200001	0.795646
30 	47    	0.293917 	0.24806 	-0.0171429	0.731322
31 	45    	0.306194 	0.234574	-0.0177778	0.795646
32 	46    	0.31847  	0.221073	-0.0166667	0.716323
33 	46    	0.302034 	0.207165	-0.0200001	0.716323
34 	45    	0.354583 	0.203459	-0.0175   	0.717475
35 	47    	0.308788 	0.205091	-0.0200001	0.726164
36 	44    	0.398027 	0.182248	0.16472   	0.709565
37 	45    	0.314936 	0.189923	-0.0133334	0.709565
38 	47    	0.333177 	0.210241	-0.0166667	0.757194
39 	45    	0.336305 	0.221615	-0.016    	0.80754 
40 	45    	0.386515 	0.210932	-0.0174999	0.80754 
41 	45    	0.396846 	0.222711	-0.0133333	0.834784
42 	48    	0.306677 	0.232667	-0.0166667	0.860889
43 	46    	0.366924 	0.218499	0.0744291 	0.860889
44 	45    	0.33917  	0.223947	-0.02     	0.785906
45 	47    	0.352399 	0.210565	-0.0171429	0.730031
46 	46    	0.326865 	0.230808	-0.02     	0.785545
47 	46    	0.282311 	0.192778	-0.0175   	0.730031
48 	43    	0.33381  	0.184988	-0.0175   	0.730031
49 	47    	0.258259 	0.181004	-0.02     	0.650465
50 	47    	0.304926 	0.191401	-0.0160001	0.650465
51 	47    	0.301663 	0.192935	-0.0171429	0.650465
52 	47    	0.263373 	0.196708	-0.02     	0.731421
53 	45    	0.273911 	0.21738 	-0.02     	0.731421
54 	45    	0.354142 	0.215893	-0.0177778	0.731421
55 	48    	0.301863 	0.21228 	-0.0171429	0.731421
56 	48    	0.316178 	0.190211	-0.02     	0.792253
57 	46    	0.328414 	0.23384 	-0.018    	0.843277
58 	48    	0.280042 	0.222015	-0.0175   	0.843277
59 	46    	0.267376 	0.21405 	-0.02     	0.843277
60 	45    	0.330049 	0.242576	-0.0175   	0.843277
61 	40    	0.370627 	0.248447	-0.0177777	0.84219 
62 	47    	0.247198 	0.21602 	-0.0200001	0.84009 
63 	47    	0.256514 	0.197651	-0.0175   	0.84009 
64 	46    	0.273963 	0.205799	-0.02     	0.84009 
65 	48    	0.296819 	0.185227	-0.0171429	0.726467
66 	49    	0.336492 	0.234016	-0.02     	0.831311
67 	46    	0.333982 	0.259493	-0.0200001	0.812825
68 	50    	0.262801 	0.221692	-0.0177779	0.831013
69 	43    	0.332093 	0.252294	-0.0166667	0.831013
70 	46    	0.249087 	0.220311	-0.016    	0.812083
71 	45    	0.267256 	0.212256	-0.0166667	0.812825
72 	47    	0.267649 	0.201384	-0.0166667	0.812825
73 	46    	0.248481 	0.202317	-0.0174999	0.812083
74 	46    	0.273326 	0.221028	-0.0171428	0.812083
75 	45    	0.303499 	0.247254	-0.0166667	0.812825
76 	44    	0.319156 	0.28911 	-0.0175   	0.812977
77 	46    	0.224716 	0.242949	-0.0166667	0.812825
78 	48    	0.260848 	0.274657	-0.02     	0.812977
79 	47    	0.229718 	0.235266	-0.0166667	0.812977
80 	46    	0.231569 	0.267436	-0.0171429	0.812977
81 	43    	0.239695 	0.269234	-0.0171429	0.812977
82 	46    	0.269052 	0.240426	-0.0166667	0.812977
83 	48    	0.203835 	0.196869	-0.0171429	0.812825
84 	45    	0.28068  	0.225946	-0.0177778	0.812825
85 	48    	0.257385 	0.2296  	-0.016658 	0.812825
86 	48    	0.256094 	0.226349	-0.02     	0.812083
87 	44    	0.282631 	0.242436	-0.0166667	0.818826
88 	45    	0.340573 	0.23837 	-0.02     	0.818826
89 	39    	0.360555 	0.241698	-0.0166667	0.818826
90 	43    	0.337443 	0.243465	-0.0175   	0.812083
91 	47    	0.315274 	0.228537	-0.016    	0.812118
92 	43    	0.337137 	0.237364	-0.0171427	0.818826
93 	47    	0.340854 	0.210202	-0.0166666	0.812118
94 	48    	0.328374 	0.179034	-0.0133338	0.716465
95 	45    	0.306408 	0.215113	-0.0171429	0.813708
96 	44    	0.374004 	0.270642	-0.0166667	0.818806
97 	47    	0.338942 	0.226169	-0.0166667	0.813756
98 	43    	0.310951 	0.256481	-0.0171429	0.813756
99 	50    	0.276521 	0.23098 	-0.0171429	0.813756
100	42    	0.301373 	0.261219	-0.0174999	0.818806
101	49    	0.250743 	0.199862	-0.0166667	0.813708
102	47    	0.261137 	0.214228	-0.0160001	0.813756
103	48    	0.246157 	0.194053	-0.0171429	0.813756
104	45    	0.258489 	0.194165	-0.0171429	0.813756
105	47    	0.267059 	0.197209	-0.0199998	0.813756
