gen	nevals	avg     	stddev	min     	max     
0  	50    	0.218369	0     	0.218369	0.218369
1  	46    	0.046746	0.0945834	-0.016  	0.235269
2  	46    	0.0598052	0.103706 	-0.02   	0.341718
3  	47    	0.059023 	0.0990151	-0.02   	0.297863
4  	48    	0.141506 	0.117908 	-0.02   	0.401158
5  	44    	0.224096 	0.122479 	-0.02   	0.418299
6  	47    	0.20646  	0.139564 	-0.02   	0.654898
7  	46    	0.199688 	0.133429 	-0.0171429	0.507832
8  	46    	0.195224 	0.139628 	-0.0175   	0.560404
9  	49    	0.185023 	0.139422 	-0.02     	0.61491 
10 	49    	0.207117 	0.148933 	-0.0177778	0.693521
11 	47    	0.244975 	0.13033  	-0.018    	0.693521
12 	45    	0.24483  	0.13589  	-0.0159999	0.706046
13 	47    	0.230399 	0.151316 	-0.0166667	0.706046
14 	42    	0.216589 	0.181816 	-0.0179999	0.706046
15 	46    	0.191421 	0.144659 	-0.02     	0.706046
16 	47    	0.181792 	0.151227 	-0.02     	0.706046
17 	44    	0.237077 	0.13977  	-0.0174999	0.706046
18 	46    	0.169208 	0.166422 	-0.0171429	0.706046
19 	45    	0.189707 	0.177077 	-0.0166667	0.706046
20 	45    	0.197163 	0.182384 	-0.0171429	0.706046
21 	46    	0.251762 	0.17544  	-0.0171429	0.706046
22 	44    	0.225572 	0.199435 	-0.02     	0.702821
23 	48    	0.202021 	0.186807 	-0.0175   	0.693487
24 	46    	0.200778 	0.190872 	-0.02     	0.621232
25 	49    	0.183774 	0.169861 	-0.0166667	0.596795
26 	47    	0.194537 	0.144852 	-0.0171429	0.596795
27 	47    	0.184435 	0.149727 	-0.0171428	0.58318 
28 	48    	0.160603 	0.132847 	-0.0171429	0.540854
29 	50    	0.159611 	0.12083  	-0.02     	0.356664
30 	45    	0.202869 	0.123442 	-0.02     	0.471725
31 	44    	0.213523 	0.130488 	-0.02     	0.473834
32 	46    	0.249046 	0.102719 	-0.0171429	0.471725
33 	45    	0.262738 	0.109772 	-0.02     	0.47994 
34 	48    	0.273935 	0.0993281	-0.01     	0.557952
35 	45    	0.272219 	0.110971 	-0.0150001	0.536092
36 	44    	0.284483 	0.132526 	-0.0166667	0.615584
37 	46    	0.251413 	0.14599  	-0.02     	0.681783
38 	45    	0.285087 	0.154266 	-0.018    	0.681783
39 	48    	0.254174 	0.217484 	-1        	0.580373
40 	46    	0.24156  	0.218746 	-1        	0.536092
41 	40    	0.260917 	0.225959 	-1        	0.536092
42 	43    	0.266979 	0.165074 	-0.02     	0.619915
43 	43    	0.258193 	0.133118 	-0.0181818	0.592887
44 	47    	0.264368 	0.135052 	-0.02     	0.745358
45 	47    	0.261503 	0.136497 	-0.0171429	0.745358
46 	48    	0.257037 	0.133875 	-0.0166667	0.55927 
47 	47    	0.225151 	0.149855 	-0.02     	0.581425
48 	47    	0.285654 	0.133065 	-0.0171428	0.581425
49 	47    	0.264234 	0.121465 	0.0475064 	0.581425
50 	48    	0.267392 	0.154274 	-0.02     	0.69465 
51 	47    	0.257879 	0.136158 	-0.016    	0.69465 
52 	47    	0.273307 	0.144261 	-0.02     	0.69465 
53 	47    	0.313656 	0.14596  	-0.016    	0.69465 
54 	43    	0.313132 	0.15608  	-0.0133332	0.69465 
55 	47    	0.206866 	0.153287 	-0.02     	0.623674
56 	48    	0.242696 	0.12653  	-0.0181818	0.581188
57 	48    	0.202642 	0.128866 	-0.0175   	0.434475
58 	42    	0.287793 	0.102387 	-0.0177778	0.509567
59 	48    	0.262503 	0.095641 	-0.015    	0.469594
60 	46    	0.270195 	0.104199 	0.0642458 	0.469594
61 	46    	0.277863 	0.102605 	-0.02     	0.47805 
62 	42    	0.28803  	0.106667 	-0.0133334	0.49485 
63 	43    	0.273032 	0.209567 	-1        	0.481428
64 	46    	0.241968 	0.26709  	-1        	0.47805 
65 	47    	0.284107 	0.205894 	-1        	0.498204
66 	46    	0.255563 	0.199944 	-1        	0.498204
67 	44    	0.298285 	0.10147  	0.12036   	0.498204
68 	46    	0.294814 	0.0977084	0.049842  	0.498204
69 	45    	0.27496  	0.10792  	-0.015    	0.471349
70 	44    	0.300686 	0.0854021	0.142774  	0.471349
71 	48    	0.284083 	0.0895306	0.0542815 	0.471349
72 	48    	0.231963 	0.265893 	-1        	0.465819
73 	39    	0.271143 	0.275914 	-1        	0.58318 
74 	45    	0.234984 	0.275063 	-1        	0.58318 
75 	48    	0.247484 	0.123366 	-0.0200001	0.515876
76 	42    	0.17491  	0.365163 	-1        	0.456352
77 	49    	0.250726 	0.131632 	-0.0171427	0.576083
78 	46    	0.256008 	0.275252 	-1        	0.576083
79 	44    	0.195538 	0.326325 	-1        	0.576083
80 	47    	0.222254 	0.279372 	-1        	0.576083
81 	44    	0.246112 	0.225333 	-1        	0.576083
82 	48    	0.222089 	0.114382 	-0.02     	0.478101
83 	45    	0.211957 	0.275448 	-1        	0.478101
84 	46    	0.268666 	0.100996 	-0.0166647	0.447237
85 	47    	0.225598 	0.271082 	-1        	0.544605
86 	45    	0.253203 	0.199295 	-1        	0.453943
87 	46    	0.266163 	0.224921 	-1        	0.591435
88 	45    	0.246856 	0.12391  	-0.018    	0.51272 
89 	47    	0.274499 	0.096731 	-0.0181818	0.51272 
90 	45    	0.245537 	0.109986 	-0.02     	0.533675
91 	44    	0.257093 	0.129338 	-0.02     	0.604061
92 	46    	0.26145  	0.110651 	-0.016    	0.488064
93 	42    	0.324338 	0.0912284	0.138511  	0.488064
94 	46    	0.27762  	0.100173 	0.0596512 	0.482012
95 	45    	0.27767  	0.129628 	-0.0166667	0.581669
96 	46    	0.298533 	0.110002 	0.0370323 	0.557717
97 	44    	0.28003  	0.0985676	0.0595144 	0.49304 
98 	48    	0.231672 	0.272319 	-1        	0.586781
99 	45    	0.305975 	0.0860215	0.133645  	0.480643
100	46    	0.265318 	0.200566 	-1        	0.468013
101	43    	0.256436 	0.272701 	-1        	0.518959
102	42    	0.281385 	0.212985 	-1        	0.524441
103	43    	0.22808  	0.376625 	-1        	0.524441
104	46    	0.203721 	0.36961  	-1        	0.578485
105	46    	0.215933 	0.373239 	-1        	0.578485
106	44    	0.30401  	0.212603 	-1        	0.578485
107	47    	0.273861 	0.205792 	-1        	0.578485
108	46    	0.268942 	0.206821 	-1        	0.578485
109	47    	0.281795 	0.199573 	-1        	0.484653
110	45    	0.227413 	0.322927 	-1        	0.495706
111	45    	0.295451 	0.101048 	0.0519807 	0.495706
112	45    	0.285774 	0.201847 	-1        	0.495706
113	47    	0.165782 	0.394647 	-1        	0.430007
114	46    	0.118363 	0.455952 	-1        	0.430007
115	40    	0.220385 	0.316713 	-1        	0.430007
116	45    	0.163267 	0.396733 	-1        	0.430007
117	44    	0.189942 	0.406799 	-1        	0.519378
118	48    	0.0917555	0.483703 	-1        	0.478479
119	46    	0.185941 	0.363594 	-1        	0.478479
120	48    	0.228724 	0.320539 	-1        	0.504798
121	47    	0.237439 	0.3242   	-1        	0.46911 
122	47    	0.206634 	0.411194 	-1        	0.529521
123	45    	0.262428 	0.27211  	-1        	0.484899
124	45    	0.251101 	0.271453 	-1        	0.484899
125	47    	0.313793 	0.0765466	0.163125  	0.484899
126	46    	0.257128 	0.327075 	-1        	0.516924
127	47    	0.257687 	0.326069 	-1        	0.497028
128	46    	0.133999 	0.393433 	-1        	0.497028
129	47    	0.168883 	0.403418 	-1        	0.56566 
130	45    	0.22628  	0.32505  	-1        	0.56566 
131	45    	0.264326 	0.273643 	-1        	0.522735
132	46    	0.211926 	0.375023 	-1        	0.531675
133	49    	0.260582 	0.192755 	-1        	0.485956
134	45    	0.295317 	0.0910778	-0.0133333	0.492271
135	46    	0.267476 	0.098854 	-0.0133333	0.462166
136	48    	0.190133 	0.362083 	-1        	0.487141
137	46    	0.133078 	0.427825 	-1        	0.540659
138	47    	0.26867  	0.210967 	-1        	0.540659
139	46    	0.222231 	0.368624 	-1        	0.492225
140	48    	0.127727 	0.464035 	-1        	0.543064
141	47    	0.195657 	0.365902 	-1        	0.514126
142	43    	0.315999 	0.0993182	0.0689357 	0.49599 
143	47    	0.271105 	0.201874 	-1        	0.500373
144	43    	0.311287 	0.112425 	-0.0175   	0.59004 
145	50    	0.263105 	0.194149 	-1        	0.462695
146	47    	0.291767 	0.0710988	0.124178  	0.462695
147	47    	0.283572 	0.0907936	-0.0171429	0.462695
148	43    	0.227555 	0.267297 	-1        	0.51336 
149	46    	0.251935 	0.268715 	-1        	0.46031 
150	45    	0.2271   	0.323619 	-1        	0.475335
151	45    	0.250044 	0.270345 	-1        	0.525469
152	44    	0.249028 	0.32478  	-1        	0.525469
153	44    	0.236056 	0.322701 	-1        	0.525469
154	46    	0.250761 	0.325635 	-1        	0.565678
155	45    	0.202171 	0.369858 	-1        	0.47594 
156	47    	0.192438 	0.358962 	-1        	0.47594 
157	43    	0.29484  	0.207038 	-1        	0.624638
158	45    	0.257404 	0.27166  	-1        	0.47594 
159	48    	0.25741  	0.200325 	-1        	0.484061
160	47    	0.290416 	0.208445 	-1        	0.689695
161	47    	0.130493 	0.470411 	-1        	0.689695
162	49    	0.0363563	0.556436 	-1        	0.611825
163	42    	0.0769337	0.545222 	-1        	0.611825
164	45    	0.0797532	0.515929 	-1        	0.611825
165	45    	0.134898 	0.465587 	-1        	0.611825
166	46    	0.0783862	0.50975  	-1        	0.467701
167	44    	0.153839 	0.470146 	-1        	0.491432
168	47    	0.108809 	0.491201 	-1        	0.491432
169	47    	0.135874 	0.466    	-1        	0.581808
170	47    	0.210607 	0.36669  	-1        	0.491432
171	45    	0.184818 	0.403075 	-1        	0.491432
172	48    	0.0440456	0.529101 	-1        	0.491432
173	47    	0.102705 	0.488624 	-1        	0.507327
174	46    	0.122007 	0.494481 	-1        	0.492372
175	43    	0.116587 	0.496287 	-1        	0.492372
176	48    	0.2164   	0.365237 	-1        	0.492372
177	43    	0.240745 	0.330895 	-1        	0.497269
178	43    	0.161252 	0.478234 	-1        	0.529886
179	47    	0.188392 	0.405134 	-1        	0.497269
180	47    	0.11952  	0.455459 	-1        	0.429415
181	45    	0.20571  	0.317624 	-1        	0.508621
182	46    	0.260614 	0.201722 	-1        	0.508621
183	47    	0.246471 	0.267935 	-1        	0.456874
184	47    	0.0924534	0.481661 	-1        	0.456874
185	46    	0.143424 	0.467428 	-1        	0.49546 
186	46    	-0.00596676	0.594396 	-1        	0.518749
187	48    	0.0430658  	0.56238  	-1        	0.688635
188	46    	-0.0887659 	0.628942 	-1        	0.491045
189	47    	-0.251926  	0.665547 	-1        	0.463171
190	47    	-0.103468  	0.619251 	-1        	0.477171
191	46    	-0.0268139 	0.581507 	-1        	0.477171
192	44    	0.17148    	0.443963 	-1        	0.641299
193	41    	0.0514588  	0.566045 	-1        	0.641299
194	44    	-0.205169  	0.680163 	-1        	0.641299
195	50    	-0.138509  	0.622793 	-1        	0.454779
196	47    	-0.114662  	0.610169 	-1        	0.454779
197	42    	-0.0747321 	0.611017 	-1        	0.495794
198	47    	-0.152888  	0.638771 	-1        	0.495794
199	43    	0.0215222  	0.579055 	-1        	0.594245
200	45    	0.10947    	0.492459 	-1        	0.594245
201	47    	0.137195   	0.465924 	-1        	0.483967
202	45    	0.0739807  	0.54228  	-1        	0.53103 
