Argument values: path=C:\Users\1625203\Downloads\Framsticks50rc22\Framsticks50rc22, lib=None, sim=eval-allcriteria.sim;deterministic.sim;sample-period-2.sim;f9-mut-005.sim, genformat=None, initialgenotype=/*9*/BLU, opt=vertpos, popsize=50, generations=1000, tournament=10, pmut=0.9, pxov=0.2, hof_size=1, hof_savefile=None, max_numparts=30, max_numjoints=None, max_numneurons=None, max_numconnections=None, max_numgenochars=50
Using Framsticks version: 5.0rc22
Home (writable) dir     : C:\Users\1625203\Downloads\Framsticks50rc22\Framsticks50rc22\data
Resources dir           : C:\Users\1625203\Downloads\Framsticks50rc22\Framsticks50rc22\data

Available objects: ['CheckpointEvent', 'Collision', 'CrCollision', 'Creature', 'CreatureSettings', 'CreatureSignals', 'CreatureSnapshot', 'Dictionary', 'ExpProperties', 'ExpState', 'ExtValue', 'File', 'FunctionReference', 'GenMan', 'GenManStats', 'GenePool', 'GenePools', 'Geno', 'Genotype', 'Interface', 'Joint', 'Loader', 'Math', 'MechJoint', 'MechPart', 'MessageCatcher', 'Model', 'ModelGeometry', 'ModelSymmetry', 'Neuro', 'NeuroClass', 'NeuroClassLibrary', 'NeuroDef', 'NeuroSignals', 'NeuronsSimEnabled', 'ODE', 'Orient', 'Part', 'Population', 'Populations', 'Ref', 'Signal', 'SignalView', 'SimilMeasure', 'SimilMeasureDistribution', 'SimilMeasureGreedy', 'SimilMeasureHungarian', 'Simulator', 'SlaveSimulators', 'StopEvent', 'String', 'UserScripts', 'Vector', 'WireframeAppearance', 'World', 'WorldMap', 'WorldSignals', 'XYZ', '__builtins__', '__cached__', '__doc__', '__file__', '__loader__', '__name__', '__package__', '__spec__', 'c_api', 'ctypes', 'home_dir', 'init', 'os', 're', 'res_dir', 'sim_params', 'stats', 'sys']

Performing a basic test 1/2... OK.
Performing a basic test 2/2... OK.
Using settings: ['eval-allcriteria.sim', 'deterministic.sim', 'sample-period-2.sim', 'f9-mut-005.sim']
gen	nevals	avg     	stddev	min     	max     
0  	50    	0.218369	0     	0.218369	0.218369
1  	48    	0.0588967	0.101142	-0.0150001	0.234772
2  	49    	0.111828 	0.126662	-0.016    	0.514537
3  	48    	0.159821 	0.128465	-0.0175   	0.51442 
4  	48    	0.265385 	0.163853	-0.0160001	0.812977
5  	45    	0.245445 	0.260444	-0.0166667	0.813756
6  	46    	0.247214 	0.256592	-0.0174999	0.813708
7  	48    	0.281519 	0.230707	-0.0171429	0.812977
8  	47    	0.248051 	0.220448	-0.0166666	0.812308
9  	43    	0.2816   	0.23615 	-0.0166667	0.812308
10 	46    	0.293871 	0.244955	-0.0171429	0.812308
11 	45    	0.306687 	0.273854	-0.0166667	0.812977
12 	44    	0.274425 	0.271307	-0.0166667	0.812977
13 	49    	0.213522 	0.224526	-0.0171429	0.812308
14 	44    	0.212595 	0.192957	-0.0166668	0.581238
15 	46    	0.24163  	0.218764	-0.0166667	0.812308
16 	46    	0.272549 	0.221359	-0.0166667	0.812977
17 	44    	0.289293 	0.216957	-0.0166667	0.812977
18 	46    	0.28938  	0.245105	-0.02     	0.812977
19 	47    	0.310191 	0.222518	-0.0171429	0.812825
20 	49    	0.318005 	0.233275	-0.0171428	0.812977
21 	46    	0.272276 	0.23915 	-0.0171429	0.812977
22 	48    	0.258411 	0.279601	-0.02     	0.836975
23 	46    	0.276121 	0.268894	-0.0177778	0.836975
24 	46    	0.317251 	0.280336	-0.02     	0.831654
25 	46    	0.30454  	0.267372	-0.0174999	0.812977
26 	46    	0.346104 	0.246685	-0.0175001	0.812977
27 	48    	0.31432  	0.2584  	-0.0175001	0.812977
28 	47    	0.290112 	0.251953	-0.0166667	0.812977
29 	45    	0.317241 	0.254852	-0.0166667	0.812977
30 	48    	0.261697 	0.216097	-0.018    	0.812977
31 	43    	0.335806 	0.218904	-0.0166666	0.812977
32 	47    	0.377654 	0.23844 	-0.0175001	0.819969
33 	46    	0.387637 	0.262862	-0.0133333	0.819458
34 	46    	0.373765 	0.262875	-0.0166667	0.819458
35 	45    	0.447712 	0.233712	-0.0150001	0.819458
36 	45    	0.446952 	0.257602	-0.016    	0.819458
37 	46    	0.455234 	0.237093	0.0950206 	0.819458
38 	46    	0.33337  	0.248441	-0.0166667	0.819458
39 	44    	0.370815 	0.242342	-0.0166666	0.819458
40 	44    	0.443803 	0.253486	-0.0171428	0.819458
41 	47    	0.393663 	0.243866	-0.01     	0.819458
42 	43    	0.370292 	0.253665	-0.0166666	0.819458
43 	49    	0.400843 	0.235863	-0.016    	0.819458
