gen	nevals	avg     	stddev	min     	max     
0  	50    	0.218369	0     	0.218369	0.218369
1  	47    	0.0842179	0.110791	-0.0160001	0.306831
2  	49    	0.0886161	0.12723 	-0.02     	0.514537
3  	46    	0.159699 	0.157216	-0.02     	0.514537
4  	47    	0.16499  	0.153896	-0.0166667	0.514537
5  	42    	0.191301 	0.15999 	-0.0171428	0.514537
6  	48    	0.148876 	0.183996	-0.02     	0.812825
7  	45    	0.186522 	0.195234	-0.02     	0.812825
8  	44    	0.203434 	0.176452	-0.02     	0.812825
9  	47    	0.179413 	0.202354	-0.02     	0.812825
10 	47    	0.169731 	0.170884	-0.02     	0.812825
11 	46    	0.181441 	0.179784	-0.02     	0.580116
12 	47    	0.160587 	0.176011	-0.02     	0.557632
13 	47    	0.168407 	0.132099	-0.0177777	0.393449
14 	47    	0.179822 	0.133541	-0.016    	0.447775
15 	41    	0.235066 	0.11033 	-0.02     	0.393449
16 	43    	0.216865 	0.12117 	-0.0171429	0.407289
17 	49    	0.238649 	0.131999	-0.0171429	0.554369
18 	47    	0.223744 	0.139294	-0.02     	0.624123
19 	46    	0.219725 	0.103821	-0.02     	0.426626
20 	46    	0.251043 	0.0999325	-0.016    	0.486955
21 	48    	0.221251 	0.110981 	-0.02     	0.486955
22 	46    	0.22515  	0.119764 	-0.0181818	0.439255
23 	44    	0.282192 	0.105231 	-0.0166667	0.637077
24 	44    	0.276722 	0.144006 	-0.0177778	0.637077
25 	46    	0.257763 	0.132158 	-0.0166667	0.560038
26 	49    	0.226907 	0.111628 	-0.02     	0.468561
27 	48    	0.238949 	0.0948192	-0.0160002	0.526218
28 	45    	0.253216 	0.10653  	-0.016    	0.469806
29 	46    	0.268164 	0.127361 	-0.02     	0.736102
30 	48    	0.264833 	0.139867 	-0.0160001	0.610121
31 	44    	0.254843 	0.139873 	-0.018    	0.565597
32 	48    	0.296655 	0.129677 	-0.0133333	0.600121
33 	45    	0.25821  	0.148068 	-0.02     	0.626721
34 	45    	0.265175 	0.147628 	-0.0166666	0.626721
35 	46    	0.273524 	0.118593 	-0.018    	0.626721
36 	43    	0.28571  	0.132584 	-0.0175   	0.626721
37 	46    	0.273272 	0.142756 	-0.0228571	0.64369 
38 	45    	0.278491 	0.138994 	-0.0175   	0.64369 
39 	45    	0.285305 	0.130705 	-0.0175   	0.64369 
40 	46    	0.278994 	0.0959743	0.117862  	0.466254
41 	45    	0.271345 	0.125104 	-0.0181818	0.609987
42 	46    	0.2925   	0.131959 	-0.0159999	0.626115
43 	45    	0.298835 	0.140819 	0.0755601 	0.719338
44 	42    	0.300741 	0.187694 	-0.018    	0.719338
45 	45    	0.302319 	0.149887 	-0.02     	0.719338
46 	47    	0.269221 	0.145612 	-0.0171429	0.579534
47 	45    	0.295619 	0.123007 	-0.0175   	0.579534
48 	46    	0.268232 	0.161362 	-0.02     	0.579534
49 	47    	0.267742 	0.118407 	-0.0166666	0.579534
50 	41    	0.280972 	0.103465 	0.077619  	0.529393
51 	46    	0.253534 	0.120298 	-0.0199999	0.529393
52 	41    	0.292743 	0.116593 	-0.018    	0.543044
53 	44    	0.262151 	0.123573 	-0.0133333	0.543044
54 	46    	0.230718 	0.175569 	-0.0175   	0.609479
55 	48    	0.278668 	0.136602 	-0.018    	0.593006
56 	46    	0.263894 	0.132769 	-0.0166667	0.593006
57 	48    	0.26752  	0.107175 	-0.0171429	0.593006
58 	45    	0.17588  	0.406704 	-1        	0.593006
59 	46    	0.265492 	0.27395  	-1        	0.593006
60 	46    	0.282402 	0.20892  	-1        	0.593006
61 	43    	0.297548 	0.0995357	0.124443  	0.593006
62 	47    	0.237061 	0.328343 	-1        	0.592781
63 	49    	0.298247 	0.100267 	0.128471  	0.617202
64 	43    	0.330027 	0.102958 	0.124017  	0.715813
65 	47    	0.339613 	0.112665 	0.141282  	0.584744
66 	46    	0.165552 	0.439522 	-1        	0.573974
67 	46    	0.182121 	0.408421 	-1        	0.573974
68 	47    	0.300551 	0.21297  	-1        	0.587459
69 	50    	0.159819 	0.393995 	-1        	0.443363
70 	48    	0.293149 	0.0881016	0.0942836 	0.544899
71 	48    	0.299677 	0.0861887	0.079794  	0.544899
72 	50    	0.269416 	0.089363 	0.104145  	0.638937
73 	48    	0.16378  	0.394193 	-1        	0.503935
74 	48    	0.268204 	0.197551 	-1        	0.443861
75 	49    	0.26549  	0.199982 	-1        	0.479512
76 	45    	0.197803 	0.359937 	-1        	0.514335
77 	44    	0.246673 	0.262146 	-1        	0.428653
78 	46    	0.300366 	0.0829484	0.0926637 	0.49132 
79 	45    	0.068159 	0.504922 	-1        	0.4407  
80 	46    	0.176482 	0.400482 	-1        	0.568901
81 	49    	0.195207 	0.35969  	-1        	0.425768
82 	47    	0.296056 	0.0956849	-0.0171428	0.500835
83 	48    	0.224037 	0.322854 	-1        	0.497766
84 	44    	0.182788 	0.368413 	-1        	0.54486 
85 	46    	0.284609 	0.107553 	-0.0171429	0.54486 
86 	48    	0.270282 	0.209819 	-1        	0.4993  
87 	47    	0.193215 	0.360043 	-1        	0.465819
88 	46    	0.184768 	0.355699 	-1        	0.394754
89 	47    	0.0655705	0.503538 	-1        	0.457728
90 	44    	0.158001 	0.433832 	-1        	0.521738
91 	48    	0.210607 	0.315442 	-1        	0.521738
92 	44    	0.171229 	0.398072 	-1        	0.521738
93 	44    	0.17586  	0.39983  	-1        	0.521738
94 	47    	0.201048 	0.361735 	-1        	0.461723
95 	45    	0.203357 	0.36303  	-1        	0.480557
96 	46    	0.188972 	0.368106 	-1        	0.518696
97 	45    	0.282234 	0.203171 	-1        	0.518696
98 	42    	0.29046  	0.205643 	-1        	0.518696
99 	45    	0.282516 	0.206828 	-1        	0.518696
100	46    	0.278789 	0.211449 	-1        	0.518696
101	44    	0.248233 	0.271358 	-1        	0.518696
102	43    	0.239136 	0.271614 	-1        	0.518696
103	42    	0.277544 	0.131837 	-0.016    	0.518696
104	47    	0.270852 	0.119077 	-0.02     	0.621811
105	47    	0.282059 	0.112217 	-0.0183333	0.621811
106	45    	0.290525 	0.114774 	-0.016    	0.621811
107	46    	0.302534 	0.108946 	-0.0166667	0.518384
108	44    	0.303112 	0.0940028	0.129215  	0.518384
109	45    	0.305808 	0.0954966	0.129254  	0.518384
110	49    	0.277551 	0.091782 	0.0390903 	0.51118 
111	46    	0.276357 	0.0771531	0.0531309 	0.44769 
112	43    	0.299089 	0.200882 	-1        	0.48201 
113	47    	0.162005 	0.395705 	-1        	0.451588
114	49    	0.0389165	0.526889 	-1        	0.529666
115	49    	-0.195562	0.633472 	-1        	0.45914 
